row_number,row_id,original_name,original_website,source_used,fetch_status,confidence,fields_updated,fields_left_unknown,old_values,new_values,warnings,notes,timestamp_utc
50,50,Aurora ComiCon,www.popculturecanada.ca/,website,ok,HIGH,website,,"{""website"": ""www.popculturecanada.ca/""}","{""website"": ""https://www.popculturecanada.ca/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:56
51,51,Collectorabilia,collectorabiliacon.com/,website,ok,HIGH,website,,"{""website"": ""collectorabiliacon.com/""}","{""website"": ""https://collectorabiliacon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:57
52,52,Cleveland Toy Show,www.clevelandtoyshow.com/,none,failed,NONE,,,{},{},"Failed to fetch https://www.clevelandtoyshow.com/: HTTPSConnectionPool(host='www.clevelandtoyshow.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1028)'))) | Attempted URL variants: https://www.clevelandtoyshow.com/, https://clevelandtoyshow.com/, http://www.clevelandtoyshow.com/, http://clevelandtoyshow.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:49:00
53,53,Bolton Sci-Fi Comic & Toy Fair,www.mseevents.co.uk/,none,failed,NONE,,,{},{},"Failed to fetch https://www.mseevents.co.uk/: HTTPSConnectionPool(host='www.mseevents.co.uk', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1028)'))) | Attempted URL variants: https://www.mseevents.co.uk/, https://mseevents.co.uk/, http://www.mseevents.co.uk/, http://mseevents.co.uk/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:49:02
54,54,SW-FloridaCon  Postponed,swfloridacomiccon.com/,website,partial,HIGH,website,,"{""website"": ""swfloridacomiccon.com/""}","{""website"": ""http://swfloridacomiccon.com/""}",Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:09
55,55,CCXP,www.ccxp.com.br/,none,failed,NONE,,,{},{},Failed to fetch https://www.ccxp.com.br/: HTTP 404 | Attempted URL variants: https://www.ccxp.com.br/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:10
56,56,GalaxyCon Columbus,galaxycon.com/pages/galaxycon-columbus,website,ok,HIGH,website,,"{""website"": ""galaxycon.com/pages/galaxycon-columbus""}","{""website"": ""https://galaxycon.com/pages/galaxycon-columbus""}",Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:12
57,57,L.A. Comic Con,comicconla.com/,website,ok,NONE,,,{},{},Visible page text: Vague/ambiguous date detected ('Coming Soon'). | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:13
58,58,MCM Comic Con Birmingham,www.mcmcomiccon.com/birmingham/en-us/home.html,website,ok,HIGH,website,,"{""website"": ""www.mcmcomiccon.com/birmingham/en-us/home.html""}","{""website"": ""https://www.mcmcomiccon.com/birmingham/en-us.html""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:15
59,59,Greater Philly Area Toy Expo,phillytoyexpo.com/,none,failed,NONE,,,{},{},"Failed to fetch https://phillytoyexpo.com/: HTTPSConnectionPool(host='phillytoyexpo.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1028)'))) | Attempted URL variants: https://phillytoyexpo.com/, https://www.phillytoyexpo.com/, http://phillytoyexpo.com/, http://www.phillytoyexpo.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:49:18
60,60,Lehigh Valley Comic Convention,lehighvalleycomicconvention.com/,website,ok,HIGH,website,,"{""website"": ""lehighvalleycomicconvention.com/""}","{""website"": ""https://lehighvalleycomicconvention.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:19
61,61,Abilene Comic Con,abilenecomiccon.com/,website,ok,HIGH,website,,"{""website"": ""abilenecomiccon.com/""}","{""website"": ""https://abilenecomiccon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:22
62,62,Elite Comic Con,elitecomiccon.com/,none,failed,NONE,,,{},{},"Failed to fetch https://elitecomiccon.com/: HTTPSConnectionPool(host='elitecomiccon.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='elitecomiccon.com', port=443): Failed to resolve 'elitecomiccon.com' ([Errno 11001] getaddrinfo failed)"")) | Attempted URL variants: https://elitecomiccon.com/, https://www.elitecomiccon.com/, http://elitecomiccon.com/, http://www.elitecomiccon.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:49:24
63,63,Pop Kon And More,www.popkonandmore.com/,website,ok,NONE,,,{},{},Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:25
64,64,"Canton-Akron Comic Book, Toy & Nostalgia Convention",www.harpercomics.com/conventions.php?show=15&date=219,website,ok,HIGH,website,,"{""website"": ""www.harpercomics.com/conventions.php?show=15&date=219""}","{""website"": ""https://www.harpercomics.com/conventions.php?show=15&date=219""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:26
65,65,Clandestine Comic Book Show,clandestinecomics.com/,website,ok,HIGH,website,,"{""website"": ""clandestinecomics.com/""}","{""website"": ""https://clandestinecomics.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:27
66,66,SW-FloridaCon,swfloridacomiccon.com/,website,partial,HIGH,website,,"{""website"": ""swfloridacomiccon.com/""}","{""website"": ""http://swfloridacomiccon.com/""}",Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:33
67,67,Daku Con,dakucon.org/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:34
68,68,Permian Basin Comic Con X: Holiday Edition,pbcomicconx.com/permian-basin-comic-con-holiday-editon/,none,failed,NONE,,,{},{},Failed to fetch https://pbcomicconx.com/permian-basin-comic-con-holiday-editon/: HTTP 404 | Attempted URL variants: https://pbcomicconx.com/permian-basin-comic-con-holiday-editon/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:36
69,69,Steel City Con,www.steelcitycon.com/,website,ok,HIGH,website,,"{""website"": ""www.steelcitycon.com/""}","{""website"": ""https://www.steelcitycon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:37
70,70,Tokyo Comic Con,tokyocomiccon.jp/,website,ok,HIGH,website,,"{""website"": ""tokyocomiccon.jp/""}","{""website"": ""https://tokyocomiccon.jp/""}",Visible page text: Vague/ambiguous date detected ('coming soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:39
71,71,Yama-Con,yamacon.org/,website,ok,HIGH,website,,"{""website"": ""yamacon.org/""}","{""website"": ""https://yamacon.org/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:41
72,72,Kuya's Collectibles Show,www.kuyascollectibles.com/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:43
73,73,LouisvilleCon,louisvillecon.com/,website,partial,HIGH,website,,"{""website"": ""louisvillecon.com/""}","{""website"": ""http://louisvillecon.com/""}",Visible page text: Vague/ambiguous date detected ('COMING SOON'). | Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:49
74,74,Ocean City Comic Con,oceancitycomiccon.com/,website,ok,HIGH,website,,"{""website"": ""oceancitycomiccon.com/""}","{""website"": ""https://oceancitycomiccon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:51
75,75,Delhi Comic Con,www.comicconindia.com/all-cities-main-page/delhi,none,failed,NONE,,,{},{},Failed to fetch https://www.comicconindia.com/all-cities-main-page/delhi: HTTP 404 | Attempted URL variants: https://www.comicconindia.com/all-cities-main-page/delhi | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:52
76,76,Comic Con Stuttgart,www.comiccon.de/de/,website,ok,HIGH,website,,"{""website"": ""www.comiccon.de/de/""}","{""website"": ""https://www.comiccon.de/""}",Visible page text: Vague/ambiguous date detected ('Coming soon'). | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:55
77,77,Comic World Taiwan,www.comicworld.com.tw/Act1/143,website,ok,HIGH,website,,"{""website"": ""www.comicworld.com.tw/Act1/143""}","{""website"": ""https://www.comicworld.com.tw/Act1/143""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:57
78,78,QuadCon Davenport,quadcitycon.com/,website,ok,HIGH,website,,"{""website"": ""quadcitycon.com/""}","{""website"": ""https://quadcitycon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:57
79,79,Capital Trade Shows,capitaltradeshows.com/,website,partial,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:49:59
80,80,Comic Book & Non-Sports Card Show,shoffpromotions.com/,website,ok,HIGH,website,,"{""website"": ""shoffpromotions.com/""}","{""website"": ""https://shoffpromotions.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:49:59
81,81,Jim & Dan Comic & Toy Show,jimanddancomics.com/shows,website,ok,HIGH,website,,"{""website"": ""jimanddancomics.com/shows""}","{""website"": ""https://jimanddancomics.com/shows""}",Visible page text: Vague/ambiguous date detected ('coming soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:00
82,82,Big Apple Comic Con,bigapplecc.com/,website,ok,HIGH,website,,"{""website"": ""bigapplecc.com/""}","{""website"": ""https://bigapplecc.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:04
83,83,Springfield Toy & Comic Show,www.springfieldtoyshow.com/,none,failed,NONE,,,{},{},"Failed to fetch https://www.springfieldtoyshow.com/: HTTPSConnectionPool(host='www.springfieldtoyshow.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.springfieldtoyshow.com', port=443): Failed to resolve 'www.springfieldtoyshow.com' ([Errno 11001] getaddrinfo failed)"")) | Attempted URL variants: https://www.springfieldtoyshow.com/, https://springfieldtoyshow.com/, http://www.springfieldtoyshow.com/, http://springfieldtoyshow.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:50:06
84,84,QuadCon Des Moines,quadcitycon.com/,website,ok,HIGH,website,,"{""website"": ""quadcitycon.com/""}","{""website"": ""https://quadcitycon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:06
85,85,Toronto Comic Book Show,torontocomicbookshow.com/,website,ok,HIGH,website,,"{""website"": ""torontocomicbookshow.com/""}","{""website"": ""https://torontocomicbookshow.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:07
86,86,Comic Market,www.comiket.co.jp/,website,ok,HIGH,website,,"{""website"": ""www.comiket.co.jp/""}","{""website"": ""https://www.comiket.co.jp/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:09
87,87,Fan Expo New Orleans,fanexpohq.com/fanexponeworleans/,website,ok,HIGH,start_date;end_date;year;website,,"{""end_date"": ""January 7"", ""start_date"": ""January 5"", ""website"": ""fanexpohq.com/fanexponeworleans/"", ""year"": ""2024""}","{""end_date"": ""2027-01-10"", ""start_date"": ""2027-01-08"", ""website"": ""https://fanexpohq.com/fanexponeworleans/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:10
88,88,FT-LauderdaleCon,ftlauderdalecon.com/,website,partial,HIGH,website,,"{""website"": ""ftlauderdalecon.com/""}","{""website"": ""http://ftlauderdalecon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:50:26
89,89,Fan Expo Portland,fanexpohq.com/fanexpoportland/,website,ok,HIGH,start_date;end_date;year;country;website,,"{""country"": ""USA"", ""end_date"": ""January 14"", ""start_date"": ""January 12"", ""website"": ""fanexpohq.com/fanexpoportland/"", ""year"": ""2024""}","{""country"": ""US"", ""end_date"": ""2027-01-31"", ""start_date"": ""2027-01-29"", ""website"": ""https://fanexpohq.com/fanexpoportland/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:50:27
90,90,Charlie's Comic Con,www.charliescomiccon.com/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:50:29
91,91,Wild Con,jerseyshorecomicbookshow.com/wild-con,none,failed,NONE,,,{},{},Failed to fetch https://jerseyshorecomicbookshow.com/wild-con: HTTP 404 | Attempted URL variants: https://jerseyshorecomicbookshow.com/wild-con | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:50:30
